1, 0.000151414, 1, 1, 2
2, 0.000110564, 1, 2, 2
3, 0.000114565, 1, 3, 2
4, 0.000113919, 1, 4, 2
5, 0.000102068, 1, 5, 2
6, 0.000113268, 1, 6, 2
7, 0.000114175, 1, 7, 2
8, 0.000113111, 1, 8, 2
9, 0.000103533, 1, 9, 2
10, 0.000114974, 1, 10, 2
11, 0.000113450, 1, 11, 2
12, 0.000113171, 1, 12, 2
13, 0.000114869, 1, 13, 2
14, 0.000109282, 1, 14, 2
15, 0.000115119, 1, 15, 2
16, 0.000119630, 1, 16, 2
17, 0.000104133, 1, 17, 2
18, 0.000115613, 1, 18, 2
19, 0.000113753, 1, 19, 2
20, 0.000114642, 1, 20, 2
21, 0.000109796, 1, 21, 2
22, 0.000115774, 1, 22, 2
23, 0.000114035, 1, 23, 2
24, 0.000073479, 1, 24, 2
25, 0.000105617, 1, 25, 2
26, 0.000115022, 1, 26, 2
27, 0.000114666, 1, 27, 2
28, 0.000149457, 1, 28, 2
29, 0.000119268, 1, 29, 2
30, 0.000109974, 1, 30, 2
31, 0.000128739, 1, 31, 2
32, 0.000096107, 1, 32, 2
33, 0.000115103, 1, 33, 2
34, 0.000113870, 1, 34, 2
35, 0.000115141, 1, 35, 2
36, 0.000110449, 1, 36, 2
37, 0.000115382, 1, 37, 2
38, 0.000114211, 1, 38, 2
39, 0.000101574, 1, 39, 2
40, 0.000110066, 1, 40, 2
41, 0.000115408, 1, 41, 2
42, 0.000115559, 1, 42, 2
43, 0.000123828, 1, 43, 2
44, 0.000113303, 1, 44, 2
45, 0.000115546, 1, 45, 2
46, 0.000113420, 1, 46, 2
47, 0.000100512, 1, 47, 2
48, 0.000114661, 1, 48, 2
49, 0.000113713, 1, 49, 2
50, 0.000116102, 1, 50, 2
51, 0.000116976, 1, 51, 2
52, 0.000110126, 1, 52, 2
53, 0.000117115, 1, 53, 2
54, 0.000090643, 1, 54, 2
55, 0.000109319, 1, 55, 2
56, 0.000115164, 1, 56, 2
57, 0.000113855, 1, 57, 2
58, 0.000105115, 1, 58, 2
59, 0.000119766, 1, 59, 2
60, 0.000112891, 1, 60, 2
61, 0.000117777, 1, 61, 2
62, 0.000110511, 1, 62, 2
63, 0.000115500, 1, 63, 2
64, 0.000113579, 1, 64, 2
65, 0.000120319, 1, 65, 2
66, 0.000106285, 1, 66, 2
67, 0.000118260, 1, 67, 2
68, 0.000113417, 1, 68, 2
69, 0.000116035, 1, 69, 2
